"AROKATO";"nom";"idreg";"pays";"lat";"long";"Est-ouest";"Capitale";"hydrocarbures";"date creation";"typharris1963";"NMonopoleSnyder";"COAL-AREA";"COAL-ID";"COAL-NAME";"Coal01";"IDRAIL";"DIST-RAIL";"1959y";"1970y";"1979y";"1989y";"2002y";"2010y"
"AR41403";"boksitogors";"RUS35";"Russie";59.46666667;33.85;"O";0;0;1950;;;0;0;0;0;1887;437.7841541;20.4;22.2;23.2;21.8;18.128;16.593
"AR90235501";"beslan";"RUS48";"Russie";43.18333333;44.53333333;"O";0;1;1950;;;0;0;0;0;18639;591.6135084;19.4;26.9;29.9;32.5;35.55;36.724
"AR57244501";"ocher";"RUS52";"Russie";57.88333333;54.71666667;"E";0;1;1950;;;0;0;0;0;2849;727.5009583;14;15.4;14.8;16.4;15.563;14.239
"AR71131";"Khanti-Mansiisk";"RUS70";"Russie";61;69.01666667;"E";1;1;1950;;;0;0;0;0;2597;154746.7868;20.7;24.8;28.3;34.5;53.953;79.41
"AR76226501";"mogocha";"RUS80";"Russie";53.73333333;119.7666667;"E";0;0;1950;;;0;0;0;0;7781;310.4795113;14.7;17.9;17.8;17.8;13.282;13.228
"AR76407";"borzja";"RUS80";"Russie";50.38333333;116.5333333;"E";0;0;1950;;;1853400000;43;"Zabaikal`skaya coal-bearing territory";1;11455;412.7759286;23.7;27.8;35.8;36.4;31.46;31.376
"AR10440";"shimanovsk";"RUS04";"Russie";52;127.6666667;"E";0;0;1950;;;41406000000;100;"Nizhne-Zeisky basin";1;9759;85.69533898;17.9;16.9;25.6;26.3;22.267;19.815
"AR46259503";"losinopetrk";"RUS40";"Russie";55.86666667;38.2;"O";0;0;1951;;;0;0;0;0;4356;2574.80214;16.7;22;22;22.9;22.324;22.55
"AR60218501";"zernograd";"RUS55";"Russie";46.85;40.3;"O";0;0;1951;;;0;0;0;0;16430;774.4104062;15.6;20.3;25.3;26.1;28.84;26.85
"AR17225501";"kameshkovo";"RUS75";"Russie";56.35;41;"O";0;0;1951;;;0;0;0;0;4019;277.9204339;11.8;12.9;14.1;15.1;14.161;13.113
"AR18216501";"kalachnadon";"RUS76";"Russie";48.68333333;43.53333333;"O";0;1;1951;;;0;0;0;0;13835;253.2640433;16.7;20.8;22.8;23;26.882;26.892
"AR22243501";"pervomajsk";"RUS42";"Russie";54.86666667;43.8;"O";0;0;1951;;;0;0;0;0;5096;1165.951298;13.7;15.1;16.4;16.4;15.094;14.567
"AR56229501";"kamenka";"RUS51";"Russie";53.18333333;44.05;"O";0;0;1951;;;0;0;0;0;7072;362.7141083;25.2;30.1;35.3;40.1;40.712;39.579
"AR57405";"aleksandrsk";"RUS52";"Russie";59.16666667;57.58333333;"E";0;0;1951;;;0;0;0;0;2111;1493.497344;19.1;18.3;20;20.1;16.231;14.502
"AR75249503";"bakal";"RUS66";"Russie";54.93333333;58.8;"E";0;1;1951;;;0;0;0;0;5079;452.0558181;29.4;27.4;26.8;24.1;22.314;20.953
"AR76247501";"hilok";"RUS80";"Russie";51.35;110.45;"E";0;0;1951;;;0;0;0;0;9991;1731.16294;15.9;12.8;14.2;13.9;11.152;11.53
"AR76254501";"shilka";"RUS80";"Russie";51.85;116.0333333;"E";0;0;1951;;;0;0;0;0;8957;40.15536387;16.8;16.1;17.2;18.1;14.748;13.947
"AR25405";"angarsk";"RUS17";"Russie";52.56666667;103.9166667;"E";0;0;1951;"3A1";;62239300;54;"Irkutsky basin";1;8083;1419.174075;140.075;209.006;244.079;270.649;251.176;233.765
"AR75409";"emanzhelnsk";"RUS66";"Russie";54.75;61.31666667;"E";0;1;1951;;;7458700000;180;"Chelyabinsky basin";1;5200;117.4905975;33.6;33.4;31;31.2;30.202;30.218
"AR60417";"doneck";"RUS55";"Russie";48.33333333;39.93333333;"O";0;0;1951;;;82076000000;38;"Donetzky basin";1;14332;1363.197505;42.4;44.085;50.086;53.933;53.258;50.085
"AR46243508";"kurovskoje";"RUS40";"Russie";55.58333333;38.91666667;"O";0;0;1952;;;0;0;0;0;4615;3308.56991;16.4;17.5;19.3;21.1;19.507;21.821
"AR66241501";"safonovo";"RUS61";"Russie";55.1;33.25;"O";0;0;1952;;;108000000000;122;"Podmoscovny basin";1;5159;207.3785818;31.7;45.9;53;56.6;48.209;46.116
"AR52410";"kalachinsk";"RUS45";"Russie";55.05;74.58333333;"E";0;0;1952;;;816000000000;107;"Ob`-Irtyshskaya coal-bearing territory";1;4974;471.275639;19;20.8;22.4;25;24.247;23.539
"AR69402";"asino";"RUS71";"Russie";57;86.15;"E";0;0;1952;;;816000000000;107;"Ob`-Irtyshskaya coal-bearing territory";1;3373;725.2270945;24.7;29.4;31.6;33.5;28.068;25.614
"AR41428";"kirovskl";"RUS35";"Russie";59.86666667;30.98333333;"O";0;0;1953;;;0;0;0;0;1551;1658.907512;11.1;12;17;23.7;24.361;25.633
"AR92405";"Almetevsk";"RUS65";"Russie";54.9;52.3;"O";0;1;1953;;;0;0;0;0;5106;372.7176352;50.9;87.1;109.6;129;140.437;146.309
"AR53414";"kuvandyk";"RUS47";"Russie";51.48333333;57.35;"E";0;0;1953;;;0;0;0;0;9425;2209.825544;21.4;22.9;25.1;28.3;28.679;26.176
"AR81248501";"gusinozersk";"RUS10";"Russie";51.28333333;106.5166667;"E";0;0;1953;;;0;0;0;0;9730;1042.60108;11.6;13.8;22.3;29.8;26.502;24.603
"AR80423";"kumertau";"RUS07";"Russie";52.76666667;55.78333333;"E";0;0;1953;;;26504000000;193;"Yuzhno-Uralsky basin";1;7465;587.4763416;35.923;49;56.644;67.701;68.503;62.854
"AR41440";"pikaljovo";"RUS35";"Russie";59.51666667;34.16666667;"O";0;0;1954;;;0;0;0;0;1839;1151.416467;16.9;21.8;23.5;24.5;23.325;21.567
"AR46256501";"chehov";"RUS40";"Russie";55.15;37.48333333;"O";0;0;1954;;;0;0;0;0;4917;1007.382713;14;37.6;52.5;59.2;72.917;60.677
"AR14410";"aleksejevka";"RUS08";"Russie";50.63333333;38.68333333;"O";0;0;1954;;;0;0;0;0;11823;3113.576819;20.1;25.6;31.6;36.6;39.312;39.026
"AR19252501";"harovsk";"RUS77";"Russie";59.95;40.2;"O";0;0;1954;;;0;0;0;0;1574;1410.626407;11.3;14.1;12.9;13.1;11.46;10.078
"AR68204501";"zherdevka";"RUS64";"Russie";51.83333333;41.46666667;"O";0;0;1954;;;0;0;0;0;9478;2212.621358;15.3;17.5;18.5;19.2;16.557;15.211
"AR20239501";"povorino";"RUS78";"Russie";51.2;42.25;"O";0;0;1954;;;0;0;0;0;9915;39.6036448;19.3;20.6;19.6;19.45;18.342;17.692
"AR56253501";"nikolskp";"RUS51";"Russie";53.71666667;46.08333333;"O";0;0;1954;;;0;0;0;0;6328;513.2167481;16.8;20.7;23.6;26.9;24.061;22.475
"AR73204501";"barysh";"RUS50";"Russie";53.65;47.11666667;"O";0;0;1954;;;0;0;0;0;6989;153.510612;17.9;20.8;20.3;20.2;18.902;17.149
"AR65484503";"degtjarsk";"RUS63";"Russie";56.7;60.1;"E";0;1;1954;;;0;0;0;0;3638;307.3307927;27.4;22;20.1;18.4;15.869;15.521
"AR50217501";"karasuk";"RUS44";"Russie";53.73333333;78.03333333;"E";0;0;1954;;;0;0;0;0;6272;86.51002182;20;22.6;25.5;29.4;28.734;28.586
"AR25440";"Oust-Kout";"RUS17";"Russie";56.8;105.8333333;"E";0;1;1954;;;0;0;0;0;4542;598.4801676;21.3;33.2;49.6;61.2;49.951;45.061
"AR10221501";"zavitinsk";"RUS04";"Russie";50.11666667;129.4333333;"E";0;0;1954;;;0;0;0;0;11957;599.4030972;16;19;17.5;21.8;14.248;11.481
"AR87415";"Inta";"RUS29";"Russie";66.03333333;60.13333333;"O";0;0;1954;;;98356408;119;"Pechorsky basin";1;110;1459.269778;45.1;50.2;50.9;60.2;41.217;32.021
"AR80439";"salavat";"RUS07";"Russie";53.36666667;55.93333333;"E";0;0;1954;"3B2";;26504000000;193;"Yuzhno-Uralsky basin";1;7252;2411.341043;107.3;168.1;194.2;219.5;228.795;222.327
"AR70240501";"suvorov";"RUS72";"Russie";54.11666667;36.5;"O";0;0;1954;;;108000000000;122;"Podmoscovny basin";1;5768;301.4749771;14.1;16.9;19.3;21.9;21.213;18.975
"AR27425";"svetlyj";"RUS20";"Russie";54.68333333;20.13333333;"O";0;1;1955;;;0;0;0;0;5252;3200.630408;;14.8;17;19.9;21.745;21.38
"AR14430";"gubkin";"RUS08";"Russie";51.28333333;37.55;"O";0;0;1955;;;0;0;0;0;9737;477.5402945;21.3;54.1;65.1;73.8;86.083;88.562
"AR83248501";"tyrnyauz";"RUS19";"Russie";43.4;42.91666667;"O";0;0;1955;;;0;0;0;0;18455;54128.00032;12.8;18.3;21.1;30.8;21.092;21
"AR22255501";"chkalovsk";"RUS42";"Russie";56.76666667;43.25;"O";0;0;1955;;;0;0;0;0;3960;13873.60825;11.6;13.8;14.6;15.1;13.856;12.371
"AR22242503";"vorsma";"RUS42";"Russie";55.98333333;43.26666667;"O";0;0;1955;;;0;0;0;0;4257;7756.790372;10.9;13;14;13.6;12.629;11.622
"AR18251507";"krasnoslobd";"RUS76";"Russie";48.7;44.56666667;"O";0;0;1955;;;0;0;0;0;13790;4405.3159;19;17.7;16;13.5;14.359;16.007
"AR33407";"kirovchepec";"RUS28";"Russie";58.55;50.03333333;"O";0;0;1955;;;0;0;0;0;2486;1346.234513;34.119;54.915;74.759;95.268;90.303;80.92
"AR80443";"sibaj";"RUS07";"Russie";52.7;58.65;"E";0;0;1955;;;0;0;0;0;7526;672.8110081;28.8;37.7;40.3;47.3;59.082;62.732
"AR25414";"Bratsk";"RUS17";"Russie";56.11666667;101.6;"E";0;0;1955;"3A1";;0;0;0;0;4158;1515.109302;51.5;185.261;244.048;284.617;259.335;246.348
"AR32425";"mezhdurechk";"RUS25";"Russie";53.68333333;88.05;"E";0;0;1955;"3C";;38041000000;78;"Kuznetsky basin";1;6368;1769.139545;86.7;117.9;131.8;153;146.422;145.024
"AR92425";"leninogorsk";"RUS65";"Russie";54.6;52.46666667;"O";0;1;1955;;;76767000000;63;"Kamskaya  coal-bearing territory";1;5442;3854.954253;38.6;46.6;53.6;62.1;65.592;64.145
"AR60415";"gukovo";"RUS55";"Russie";48.05;39.93333333;"O";0;0;1955;"3C";;82076000000;38;"Donetzky basin";1;14822;807.0866335;53;65.1;68.1;67.3;66.648;67.268
"AR18224501";"kotelnikovo";"RUS76";"Russie";47.63333333;43.13333333;"O";0;1;1955;;;82076000000;38;"Donetzky basin";1;15402;46.95573626;17.6;19.1;20.2;20.3;19.656;20.441
"AR41442";"podporozhje";"RUS35";"Russie";60.91666667;34.16666667;"O";0;0;1956;;;0;0;0;0;1018;768.3123436;17.6;21.5;23.9;23.3;20.312;18.729
"AR46418";"dubna";"RUS40";"Russie";56.75;37.15;"O";0;0;1956;;;0;0;0;0;3776;1915.489797;32.617;43.7;54.9;65.8;60.951;70.569
"AR46239505";"elektrougli";"RUS40";"Russie";55.71666667;38.21666667;"O";0;0;1956;;;0;0;0;0;4487;734.1804407;14;17.2;19.4;20.567;18.505;20.12
"AR18238501";"novoanniski";"RUS76";"Russie";50.51666667;42.66666667;"O";0;1;1956;;;0;0;0;0;12529;585.4425159;18.7;20.5;20.9;20.9;19.472;17.911
"AR36424";"otradnyj";"RUS59";"Russie";53.36666667;51.35;"O";0;1;1956;;;0;0;0;0;6856;850.8295751;27.9;44.4;45.2;48.8;50.048;48.359
"AR37216501";"kurtamysh";"RUS31";"Russie";54.9;64.43333333;"E";0;1;1956;;;0;0;0;0;4751;50095.53335;12.3;16.3;17.2;19.2;18.154;17.098
"AR65445503";"volchansk";"RUS63";"Russie";59.93333333;60.05;"E";0;0;1956;;;1564200000;73;"Kizelovsky basin";1;1488;333.8914211;25;18.3;14.8;14.8;11.043;10.008
"AR60412";"volgodonsk";"RUS55";"Russie";47.51666667;42.15;"O";0;0;1956;;;82076000000;38;"Donetzky basin";1;15625;383.427916;25.6;41.1;106.7;190.9;181.438;185.65
"AR29415";"obninsk";"RUS22";"Russie";55.1;36.61666667;"O";0;0;1956;;;108000000000;122;"Podmoscovny basin";1;4942;59.94429337;18.5;55.079;82.229;110.592;118.012;116.948
"AR46462";"puschino";"RUS40";"Russie";54.83333333;37.61666667;"O";0;0;1956;;;108000000000;122;"Podmoscovny basin";1;5529;14561.16968;;10.1;16.5;19.5;19.964;20.263
"AR52413";"nazyvajevsk";"RUS45";"Russie";55.56666667;71.35;"E";0;0;1956;;;816000000000;107;"Ob`-Irtyshskaya coal-bearing territory";1;4865;1480.565237;16.5;15.8;14.2;14.4;13.012;11.614
"AR69541";"seversk";"RUS71";"Russie";56.6;84.85;"E";0;0;1956;;;816000000000;107;"Ob`-Irtyshskaya coal-bearing territory";1;3689;2938.880432;;;;103;109.106;108.466
"AR47417";"olenegorsk";"RUS41";"Russie";68.13333333;33.26666667;"O";0;0;1957;;;0;0;0;0;32;625.9318399;12.1;21.5;27.4;35.6;25.166;23.079
"AR46230501";"luhovicy";"RUS40";"Russie";54.98333333;39.03333333;"O";0;0;1957;;;0;0;0;0;5023;203.5945156;12.7;18.1;27.7;32.5;32.403;29.849
"AR34414";"manturovo";"RUS30";"Russie";58.33333333;44.76666667;"O";0;0;1958;;;0;0;0;0;2583;34.30607224;16.3;21.5;22.6;22.5;19.457;17.479
"AR18212501";"zhirnovsk";"RUS76";"Russie";50.98333333;44.76666667;"O";0;1;1958;;;0;0;0;0;10738;15374.123;;14.7;15.7;16.8;17.751;16.89
"AR80425";"meleuz";"RUS07";"Russie";52.95;55.93333333;"E";0;0;1958;;;26504000000;193;"Yuzhno-Uralsky basin";1;7465;390.4827145;17.8;24.9;38.4;53.4;62.949;61.408
"AR60206501";"belkalitva";"RUS55";"Russie";48.16666667;40.78333333;"O";0;0;1958;;;82076000000;38;"Donetzky basin";1;14616;1559.643282;23.5;30.9;38;47.8;47.347;43.688
"AR70250501";"jasnogorsk";"RUS72";"Russie";54.48333333;37.7;"O";0;0;1958;;;108000000000;122;"Podmoscovny basin";1;5529;2249.51024;12.5;18.5;21;21.3;18.588;16.804
"AR46220504";"ozherelje";"RUS40";"Russie";54.8;38.26666667;"O";0;0;1958;;;108000000000;122;"Podmoscovny basin";1;5169;1012.381554;11.9;12.9;14.45;16.2;11.113;10.444
"AR12402";"ahtubinsk";"RUS06";"Russie";48.28333333;46.16666667;"O";0;1;1959;;;0;0;0;0;14395;2111.969866;22.3;43.5;47.4;50.3;45.542;41.898
"AR87244505";"mikunj";"RUS29";"Russie";62.35;50.06666667;"O";0;0;1959;;;0;0;0;0;537;712.504562;11.3;10.4;11.3;12.5;11.68;10.732
"AR98404";"mirnyj";"RUS15";"Russie";62.53333333;113.95;"E";0;0;1959;;;0;0;0;0;4408;657654.4822;;23.8;30.5;38.8;39.981;37.179
"AR89410";"kovylkino";"RUS39";"Russie";54.03333333;43.91666667;"O";0;0;1960;;;0;0;0;0;5893;591.0417789;10.5;17.3;20;21.6;21.873;21.307
"AR80450";"tujmazy";"RUS07";"Russie";54.6;53.7;"E";0;1;1960;;;0;0;0;0;5309;809.8763488;23.4;37;43.7;57.9;66.687;66.849
"AR71403";"zavodukovsk";"RUS70";"Russie";56.5;66.55;"E";0;0;1960;;;0;0;0;0;3815;1886.606955;;17.5;21.5;25.8;25.674;25.657
"AR11525";"mirnyja";"RUS05";"Russie";62.76666667;40.33333333;"O";0;0;1961;;;0;0;0;0;418;1211.401953;13.316;13.33;13.267;14.027;41.802;41.289
"AR92437";"nurlat";"RUS65";"Russie";54.43333333;50.8;"O";0;1;1961;;;0;0;0;0;5624;1777.131279;12.7;17.5;18.6;23.5;32.527;32.6
"AR75464";"juzhuraljsk";"RUS66";"Russie";54.45;61.25;"E";0;1;1961;;;7458700000;180;"Chelyabinsky basin";1;5430;877.7924117;22.4;35.3;39.2;41.3;39.275;37.89
"AR15222501";"zhukovka";"RUS11";"Russie";53.53333333;33.73333333;"O";0;0;1962;;;0;0;0;0;6506;58.11868306;11.1;16.2;17.6;19.7;19.731;18.269
"AR38405";"zhelezgorsk";"RUS32";"Russie";52.33333333;35.36666667;"O";0;0;1962;;;0;0;0;0;8145;705.143455;;31;65.3;85.2;95.528;95.057
"AR63221501";"kalininsk";"RUS60";"Russie";51.5;44.45;"O";0;1;1962;;;0;0;0;0;9373;2069.803195;13.2;16.3;18.6;19.3;18.855;16.442
"AR57435";"chajkovskij";"RUS52";"Russie";56.76666667;54.11666667;"E";0;1;1962;;;0;0;0;0;3723;80.00571168;12.8;48;70.3;85.8;86.714;82.933
"AR33210504";"sosnovka";"RUS28";"Russie";56.25;51.28333333;"O";0;0;1962;;;76767000000;63;"Kamskaya  coal-bearing territory";1;4071;414.1976845;14.1;16.7;15.7;15.2;12.84;11.96
"AR41413";"vsevolozhsk";"RUS35";"Russie";60.01666667;30.68333333;"O";0;0;1963;;;0;0;0;0;1447;156.2518737;27.8;27;28.6;31.9;45.31;59.689
"AR47215503";"zapoljarnyj";"RUS41";"Russie";69.41666667;30.8;"O";0;0;1963;;;0;0;0;0;5;482.1657195;;22.1;21.2;23.6;18.64;15.835
"AR41466";"tosno";"RUS35";"Russie";59.55;30.9;"O";0;0;1963;;;0;0;0;0;1796;183.0086058;15.1;19.6;24.1;32.5;38.683;39.127
"AR20258501";"ertilj";"RUS78";"Russie";51.83333333;40.8;"O";0;0;1963;;;0;0;0;0;8780;1358.986401;10.1;12.6;13.2;14.1;12.885;11.387
"AR63203501";"arkadak";"RUS60";"Russie";51.93333333;43.5;"O";0;0;1963;;;0;0;0;0;8736;1530.970053;14.8;14.7;14.1;14.2;14.438;12.846
"AR18230501";"leninsk";"RUS76";"Russie";48.7;45.2;"O";0;0;1963;;;0;0;0;0;13955;2028.347678;11.4;12.1;12.3;13.1;14.866;15.527
"AR82425";"kiziljurt";"RUS13";"Russie";43.2;46.86666667;"O";0;1;1963;;;0;0;0;0;18720;801.5683101;;13.1;21.7;33.7;30.264;36.187
"AR85215501";"laganj";"RUS21";"Russie";45.38333333;47.36666667;"O";0;1;1963;;;0;0;0;0;18239;43445.64411;10.8;13.9;14.5;15.8;14.345;14.323
"AR63217501";"ershov";"RUS60";"Russie";51.35;48.28333333;"O";0;1;1963;;;0;0;0;0;9805;1644.633513;20;21.7;22.3;24.5;23.848;21.447
"AR80455";"uchaly";"RUS07";"Russie";54.31666667;59.38333333;"E";0;1;1963;;;0;0;0;0;5522;461.7996307;22.597;21.8;27.6;32.4;37.196;37.771
"AR32443";"tashtagol";"RUS25";"Russie";52.76666667;87.86666667;"E";0;0;1963;;;0;0;0;0;7475;917.7142917;17.1;25.1;24.4;26.3;23.363;23.114
"AR98227501";"lensk";"RUS15";"Russie";60.71666667;114.9;"E";0;1;1963;;;0;0;0;0;4408;461552.4351;;16.8;24;30.3;24.558;24.955
"AR80427";"Neftekamsk";"RUS07";"Russie";56.08333333;54.25;"E";0;1;1963;;;76767000000;63;"Kamskaya  coal-bearing territory";1;4160;1299.318981;;51.461;73.813;111.356;127.124;121.757
"AR22228503";"zavolzhje";"RUS42";"Russie";56.63333333;43.4;"O";0;0;1964;;;0;0;0;0;3960;1011.282889;47;69.1;77.2;78.8;76.413;70.964
"AR90215501";"digora";"RUS48";"Russie";43.15;44.15;"O";0;1;1964;;;0;0;0;0;18652;1799.130588;;10.6;10.6;10.9;11.819;10.856
"AR90210501";"ardon";"RUS48";"Russie";43.16666667;44.28333333;"O";0;1;1964;;;0;0;0;0;18648;3054.646729;;11.8;12.9;13.5;17.521;18.774
"AR93403";"akdovurak";"RUS73";"Russie";51.16666667;90.6;"E";0;0;1964;;;0;0;0;0;7607;158960.627;;;13.2;15.2;12.965;13.469
"AR47203501";"kovdor";"RUS41";"Russie";67.56666667;30.46666667;"O";0;0;1965;;;0;0;0;0;72;1293.78014;;12.4;23.2;30.5;20.867;18.836
"AR41425";"kirishi";"RUS35";"Russie";59.45;32.01666667;"O";0;0;1965;;;0;0;0;0;1874;537.6289934;;27.3;44.2;53;55.634;52.826
"AR49228501";"okulovka";"RUS43";"Russie";58.38333333;33.3;"O";0;0;1965;;;0;0;0;0;2621;835.3442086;;19.2;19.3;17.2;14.47;12.464
"AR49232501";"pestovo";"RUS43";"Russie";58.6;35.81666667;"O";0;0;1965;;;0;0;0;0;2426;732.8927398;14.2;15.8;15.5;15.9;15.99;15.911
"AR17246501";"petushki";"RUS75";"Russie";55.93333333;39.46666667;"O";0;0;1965;;;0;0;0;0;4387;3670.732488;11.5;12.9;17.6;20.1;16.482;15.167
"AR83220501";"majskij";"RUS19";"Russie";43.63333333;44.06666667;"O";0;1;1965;;;0;0;0;0;18390;870.2086748;12.4;18.6;21.8;24.5;27.037;26.755
"AR33205501";"belholunica";"RUS28";"Russie";58.83333333;50.85;"O";0;0;1965;;;0;0;0;0;2438;21235.30521;10.4;12.3;13;13.4;11.975;11.232
"AR33207501";"kirs";"RUS28";"Russie";59.33333333;52.23333333;"O";0;0;1965;;;0;0;0;0;2139;583.9639889;10.9;14.2;14.4;14.2;11.786;10.42
"AR71138";"Ourai";"RUS70";"Russie";60.13333333;64.78333333;"E";0;1;1965;;;0;0;0;0;1801;69638.3081;;17.4;21.5;37.2;38.872;39.435
"AR71136";"Sourgout";"RUS70";"Russie";61.25;73.43333333;"E";0;1;1965;;;0;0;0;0;2597;5581.495539;;34;107.3;247.8;285.027;306.703
"AR25226501";"zhelezgrilm";"RUS17";"Russie";56.58333333;104.1166667;"E";0;1;1965;;;0;0;0;0;4144;2643.377173;;22.2;29.1;32.3;29.093;26.134
"AR57214501";"gornozavdsk";"RUS52";"Russie";58.38333333;58.31666667;"E";0;1;1965;;;1564200000;73;"Kizelovsky basin";1;2511;1136.073068;10.1;10.4;10.7;14.9;13.061;12.056
"AR77401";"Anadyr";"RUS68";"Russie";64.73333333;177.5166667;"E";1;0;1965;;;14429000000;4;"Anadyrskaya coal-bearing territory";1;370;195089.0834;;;12.2;17.1;11.038;13.053
"AR32410";"berjozvskij";"RUS25";"Russie";55.66666667;86.25;"E";0;0;1965;;;38041000000;78;"Kuznetsky basin";1;4640;732.5194058;21.9;34.8;41.4;51.3;48.299;47.292
"AR61212501";"korablino";"RUS56";"Russie";53.91666667;40.01666667;"O";0;0;1965;;;108000000000;122;"Podmoscovny basin";1;6277;261.9943548;;13.1;14.8;15.3;14.69;12.657
"AR50219501";"kargat";"RUS44";"Russie";55.2;80.28333333;"E";0;0;1965;;;816000000000;107;"Ob`-Irtyshskaya coal-bearing territory";1;4904;1957.309123;12.8;12.9;12.6;12.6;11.184;10.042
"AR47405";"Apatity";"RUS41";"Russie";67.56666667;33.4;"O";0;0;1966;;;0;0;0;0;71;409.5900634;53;84.1;102.5;131.5;95.998;88.329
"AR68430";"uvarovo";"RUS64";"Russie";51.98333333;42.26666667;"O";0;0;1966;;;0;0;0;0;8619;2303.699033;18.513;24.9;31.7;34.6;29.69;26.829
"AR18253501";"surovikino";"RUS76";"Russie";48.6;42.85;"O";0;1;1966;;;0;0;0;0;14266;706.6880474;;15.2;17;18.3;20.338;20.527
"AR18226501";"kotovo";"RUS76";"Russie";50.31666667;44.8;"O";0;1;1966;;;0;0;0;0;11486;8147.289169;;20.6;23.1;25.4;26.763;24.104
"AR63223501";"kranyjkut";"RUS60";"Russie";50.95;46.96666667;"O";0;1;1966;;;0;0;0;0;12806;521.0702436;14.8;17.1;16.8;17.5;15.334;14.42
"AR57257501";"chernushka";"RUS52";"Russie";56.5;56.08333333;"E";0;1;1966;;;0;0;0;0;4057;1458.988275;12.1;21.1;28.1;34.8;35.713;33.275
"AR65453503";"verhtagil";"RUS63";"Russie";57.38333333;59.93333333;"E";0;1;1966;;;0;0;0;0;3143;3179.449257;15.4;14.9;13.6;13.1;12.571;11.839
"AR95402";"abaza";"RUS27";"Russie";52.65;90.08333333;"E";0;0;1966;;;0;0;0;0;7607;1575.506815;11.6;15.2;15.8;17.6;18.052;17.111
"AR95409";"sorsk";"RUS27";"Russie";54;90.25;"E";0;0;1966;;;0;0;0;0;5912;180.9756351;11.1;10.6;12.2;15.1;13.313;12.14
"AR25204503";"vihorevka";"RUS17";"Russie";56.11666667;101.1666667;"E";0;0;1966;;;0;0;0;0;4190;315.7796222;10.9;17.9;20.5;23.9;24.763;22.528
"AR25234508";"bajkalsk";"RUS17";"Russie";51.55;104.05;"E";0;0;1966;;;0;0;0;0;9473;2530.900821;;13.3;15.5;16.4;15.727;13.589
"AR92435";"nizhnekamsk";"RUS65";"Russie";55.63333333;51.81666667;"O";0;1;1966;;;76767000000;63;"Kamskaya  coal-bearing territory";1;4572;1029.853984;;49;134.2;190.8;225.399;234.108
"AR83403";"baksan";"RUS19";"Russie";43.68333333;43.53333333;"O";0;1;1967;;;0;0;0;0;18455;19405.87996;;18.4;21.8;28.8;35.805;36.857
"AR83235501";"terek";"RUS19";"Russie";43.48333333;44.13333333;"O";0;1;1967;;;0;0;0;0;18592;1215.942386;;10.4;12.3;16.6;20.255;19.17
"AR26406";"nazranj";"RUS16";"Russie";43.21666667;44.76666667;"O";1;1;1967;;;0;0;0;0;18637;64.72247983;;12.9;14.9;18.2;125.066;93.357
"AR96402";"argun";"RUS67";"Russie";43.3;45.86666667;"O";0;1;1967;;;0;0;0;0;18566;619.6137365;;15.1;21.7;25.5;25.698;29.528
"AR18245501";"pallasovka";"RUS76";"Russie";50.05;46.88333333;"O";0;0;1967;;;0;0;0;0;12806;16.18336562;10.3;13.5;15.5;17.7;17.163;15.984
"AR97219501";"kozlovka";"RUS69";"Russie";55.83333333;48.25;"O";0;0;1967;;;0;0;0;0;4419;2340.396919;;11.7;11.9;12.7;13.054;10.355
"AR71134";"Nefte-Ougansk";"RUS70";"Russie";61.1;72.6;"E";0;1;1967;;;0;0;0;0;2597;30752.77131;;19.7;52.4;93.9;107.83;123.276
"AR92239501";"mendeleevsk";"RUS65";"Russie";55.9;52.31666667;"O";0;1;1967;;;76767000000;63;"Kamskaya  coal-bearing territory";1;4548;1348.088792;11.2;13.6;14;18.1;22.027;22.075
"AR60225501";"knstantinsk";"RUS55";"Russie";47.58333333;41.1;"O";0;0;1967;;;82076000000;38;"Donetzky basin";1;15415;17384.40568;10.7;13.4;16.1;18.4;18.801;17.926
"AR65448";"kachkanar";"RUS63";"Russie";58.7;59.48333333;"E";0;1;1968;;;0;0;0;0;2474;588.2691461;;33;41.3;48.3;44.664;41.429
"AR98218501";"vilujsk";"RUS15";"Russie";63.75;121.6166667;"E";0;1;1968;;;237200000;85;"Lensky basin";1;4408;675886.2575;;;;;;10.233
"AR17440510";"lakinsk";"RUS75";"Russie";56.01666667;39.95;"O";0;0;1969;;;0;0;0;0;4305;600.0185772;;15.1;17.5;18.9;17.086;15.707
"AR76410";"krasnokamen";"RUS80";"Russie";50.1;118.0333333;"E";0;0;1969;;;0;0;0;0;11765;17943.69879;;13.8;51;66.9;55.92;55.668
"AR41225504";"Otradnoe";"RUS35";"Russie";59.78;30.82;"O";0;0;1970;;;0;0;0;0;1619;253.2854005;13.5;18.6;20;22.4;21.57;23.874
"AR60245501";"proletarsk";"RUS55";"Russie";46.7;41.71666667;"O";0;0;1970;;;0;0;0;0;16429;945.0322916;10.7;16.3;19.2;19.4;19.572;20.267
"AR29206505";"balabanovo";"RUS22";"Russie";55.18333333;36.65;"O";0;0;1972;;;0;0;0;0;4942;630.6921009;;10.9;15.4;19.1;23.312;26.337
"AR71174";"Nadym";"RUS70";"Russie";65.53333333;72.51666667;"E";0;1;1972;;;0;0;0;0;195;12313.48473;;;26.1;52.6;45.943;46.55
