"AROKATO";"nom";"idreg";"pays";"lat";"long";"Est-ouest";"Capitale";"hydrocarbures";"date creation";"typharris1963";"NMonopoleSnyder";"COAL-AREA";"COAL-ID";"COAL-NAME";"Coal01";"IDRAIL";"DIST-RAIL";"1959y";"1970y";"1979y";"1989y";"2002y";"2010y"
"AR19226551";"Kadoui";"RUS77";"Russie";59.2;37.15;"O";0;0;;;;0;0;0;0;2093;256.599106;;;10.184;11.153;11.798;11.291
"AR03403";"Anapa";"RUS33";"Russie";44.88333333;37.31666667;"O";0;0;;;;0;0;0;0;17490;20869.53011;19.6;29.9;40.1;55;53.493;58.983
"AR03251501";"temrjuk";"RUS33";"Russie";45.26666667;37.38333333;"O";0;1;;;;0;0;0;0;17373;2006.539005;22.2;23.2;31.9;33.2;36.118;38.014
"AR46254558";"Zaproudnya";"RUS40";"Russie";56.57;37.43;"O";0;0;;;;0;0;0;0;3773;794.1521284;;12.761;14.385;14.457;12.621;12.855
"AUA05107";"Volnovakha";"UKR06";"Ukraine";45.6;37.5;"O";0;0;;;;0;0;0;0;17373;37656.47623;20.199;24.427;25.411;26.371;24.587;23.484
"AR46246554000";"Lvovskii";"RUS40";"Russie";55.31;37.53;"O";0;0;;;;0;0;0;0;4766;1512.747235;;10.224;10.194;12.858;11.906;10.759
"AUA05132";"Maryoupol  / jdanov";"UKR06";"Ukraine";47.1;37.55;"O";0;0;;"3A1";;0;0;0;0;15991;573.2708528;291.426;425.75;512.612;529.724;500.766;480.129
"AR03420";"novrossijsk";"RUS33";"Russie";44.71666667;37.76666667;"O";0;0;;"3A1";;0;0;0;0;17736;943.2490453;93.5;132.7;159.1;185.9;232.079;241.788
"AR14254551";"Tchernyanka";"RUS08";"Russie";50.94;37.81;"O";0;0;;;;0;0;0;0;11824;307.7541002;;10.106;11.795;13.475;15.067;15.217
"AR46247558";"Pravdinskii";"RUS40";"Russie";56.07;37.85;"O";0;0;;;;0;0;0;0;4299;2361.688386;11.369;11.727;11.161;11.295;10.458;10.589
"AR46231573";"Tomilino";"RUS40";"Russie";55.66;37.94;"O";0;0;;;;0;0;0;0;4616;271.4656772;16.514;22.682;26.017;27.736;28.545;30.624
"AR46247563";"Sofrino";"RUS40";"Russie";56.15;37.97;"O";0;0;;;;0;0;0;0;4299;1000.41932;;;;11.866;15.481;15.769
"AR46231565";"Kraskovo";"RUS40";"Russie";55.65;37.99;"O";0;0;;;;0;0;0;0;4616;552.2730742;10.107;10.954;12.399;13.806;11.93;21.938
"AR46248568";"Oudelnaya";"RUS40";"Russie";55.62;38;"O";0;0;;;;0;0;0;0;4608;146.0512924;11.706;11.725;11.755;11.334;13.309;14.994
"AR03415";"krymsk";"RUS33";"Russie";44.93333333;38;"O";0;1;;;;0;0;0;0;17607;1670.564053;32.8;41.4;48.2;50.9;56.623;57.37
"AR46231567";"Malakhovka";"RUS40";"Russie";55.64;38.03;"O";0;0;;;;0;0;0;0;4616;908.2760444;27.849;27.876;28.052;26.454;18.552;23.991
"AR46223554";"Nakhabino";"RUS40";"Russie";55.84;38.07;"O";0;0;;;;0;0;0;0;4356;3970.192875;12.461;15.695;16.216;18.958;28.217;36.451
"AUA05137";"Novoazovsk";"UKR06";"Ukraine";47.11;38.08;"O";0;0;;;;0;0;0;0;15955;35432.34677;;11.025;12.015;12.988;12.646;12.047
"AR03408";"gelendgik";"RUS33";"Russie";44.55;38.08333333;"O";0;0;;;;0;0;0;0;17719;26652.17465;16.441;29.1;36.5;47.7;50.012;54.813
"AR03423";"slavnakuban";"RUS33";"Russie";45.25;38.11666667;"O";0;1;;;;0;0;0;0;17561;2554.147435;39;51.9;54.1;57.8;64.136;63.768
"AR03201501";"abinsk";"RUS33";"Russie";44.86666667;38.16666667;"O";0;1;;;;0;0;0;0;17649;300.7644474;14.8;21.2;25.3;29.2;33.734;34.926
"AR03241501";"primorahtar";"RUS33";"Russie";46.05;38.18333333;"O";0;0;;;;0;0;0;0;17054;513.8433235;22;26;28;30;32.677;32.253
"AR46259554";"Monino";"RUS40";"Russie";55.84;38.19;"O";0;0;;;;0;0;0;0;4356;337.8650256;10.787;15.773;18.416;18.582;20.017;22.809
"AR03411";"ejsk";"RUS33";"Russie";46.7;38.28333333;"O";0;1;;"3A2";;0;0;0;0;16279;932.7175725;55.3;64.4;70.6;78.2;86.349;87.771
"AR03201553";"Akhtyrskii";"RUS33";"Russie";44.85;38.3;"O";0;1;;;;0;0;0;0;17649;1303.475276;15.691;18.17;18.341;18.568;19.219;20.098
"AR46206554";"Beloozerskii";"RUS40";"Russie";55.46;38.44;"O";0;0;;;;0;0;0;0;4759;852.9240033;;;;12.529;14.494;17.825
"AR46259563";"Fryanovo";"RUS40";"Russie";56.13;38.45;"O";0;0;;;;0;0;0;0;4253;13065.01893;;;12.92;13.199;11.18;11.254
"AR19258551";"Sheksna";"RUS77";"Russie";59.22;38.5;"O";0;0;;;;0;0;0;0;2071;3.84425121;;;13.179;15.928;21.615;20.952
"AR03243555";"Ilskii";"RUS33";"Russie";44.85;38.55;"O";0;1;;;;0;0;0;0;17654;356.2518474;17.086;18.177;18.56;19.077;22.323;22.965
"AUA12125";"Petrovske";"UKR14";"Ukraine";49.87;38.8;"O";0;0;;;;0;0;0;0;12946;16200.26107;15.888;18.695;17.878;16.664;15.341;13.658
"AR03243552";"Afipskii";"RUS33";"Russie";44.9;38.84;"O";0;1;;;;0;0;0;0;17653;2553.274884;;13.623;14.975;15.995;17.977;18.969
"AR03253501";"timashevsk";"RUS33";"Russie";45.61666667;38.93333333;"O";0;1;;;;0;0;0;0;17561;475.3678374;19;29.1;39.1;45.6;54.116;53.921
"AR03401";"Krasnodar";"RUS33";"Russie";45.03333333;38.98333333;"O";1;1;;"1B2";;0;0;0;0;17538;1255.376667;359.119;528.799;640.387;697.023;731.969;789.741
"AR03432";"tuapse";"RUS33";"Russie";44.1;39.08333333;"O";0;0;;;;0;0;0;0;18489;88.39252962;36.7;51.4;59.8;63.1;64.238;63.233
"AR03409";"gorkljuch";"RUS33";"Russie";44.63333333;39.13333333;"O";0;1;;;;0;0;0;0;17729;10304.3061;;19.8;22.7;25.6;27.693;30.093
"AR03221501";"korenovsk";"RUS33";"Russie";45.46666667;39.45;"O";0;1;;;;0;0;0;0;17371;2486.125898;18.2;26.3;35;35.8;40.844;41.179
"AR03205509";"hadyzhensk";"RUS33";"Russie";44.43333333;39.53333333;"O";0;1;;;;0;0;0;0;18489;3274.524707;20.2;17.9;17.8;19;21.286;21.58
"AR03257501";"ustjlabinsk";"RUS33";"Russie";45.21666667;39.66666667;"O";0;1;;;;0;0;0;0;17523;328.3821756;30.2;35.6;39.2;41.8;43.824;43.268
"AR03426";"Sotchi";"RUS33";"Russie";43.6;39.71666667;"O";0;0;;"5A";;0;0;0;0;18489;563.0252091;131.016;224;287.4;336.5;328.809;343.285
"AR03205501";"apsheronsk";"RUS33";"Russie";44.46666667;39.71666667;"O";0;1;;;;0;0;0;0;17889;1665.961373;29.8;32.9;33.3;34.5;39.608;40.229
"AR20219551";"Kantemirovka";"RUS78";"Russie";49.7;39.86;"O";0;0;;;;0;0;0;0;12775;275.1518107;;11.621;12.262;13.465;12.949;11.943
"AR03406";"belorechnsk";"RUS33";"Russie";44.76666667;39.88333333;"O";0;1;;;;0;0;0;0;17753;3317.681175;35.9;36;43;51.2;54.028;53.891
"AR03429";"tihoreck";"RUS33";"Russie";45.85;40.11666667;"O";0;1;;;;0;0;0;0;16875;133.4581836;49.7;60.1;63.8;67.1;65.005;61.825
"AGE12103";"Gagra";"GEO00";"Georgie";43.33;40.22;"O";0;0;;;;0;0;0;0;18868;424.9714136;14.023;23.025;24.409;26.636;10.717;11.2
"AR11222551";"Konosha";"RUS05";"Russie";60.97;40.26;"O";0;0;;;;0;0;0;0;979;1254.891604;13.769;13.312;15.327;17.143;12.873;12.432
"AR682225519";"Pervomaiskii";"RUS64";"Russie";53.25;40.29;"O";0;0;;;;0;0;0;0;6911;175.9037569;;10.604;12.706;13.767;13.748;12.662
"AR20202551";"Anna";"RUS78";"Russie";51.49;40.43;"O";0;0;;;;0;0;0;0;9362;249.6358781;11.834;15.527;17.705;19.08;19.416;18.032
"AR03233556000";"Psebai";"RUS33";"Russie";44.15;40.51;"O";0;1;;;;0;0;0;0;18060;28696.58432;14.152;10.907;11.048;11.207;11.031;10.84
"AR03414";"kropotkin";"RUS33";"Russie";45.43333333;40.56666667;"O";0;1;;"4A";;0;0;0;0;17176;1460.869188;54;68.3;70.2;75.9;79.185;80.743
"AR03227501";"kurganinsk";"RUS33";"Russie";44.88333333;40.6;"O";0;1;;;;0;0;0;0;18060;1851.725606;24.3;34.8;37.6;40.8;46.618;47.974
"AR03213501";"guljkevichi";"RUS33";"Russie";45.36666667;40.68333333;"O";0;1;;;;0;0;0;0;17439;199.1352802;20.3;22.1;27.3;31.7;35.141;35.225
"AR20251551";"Talovaya";"RUS78";"Russie";51.11;40.73;"O";0;0;;;;0;0;0;0;10678;459.2956893;11.354;12.625;13.075;13.99;13.554;12.219
"AR03417";"labinsk";"RUS33";"Russie";44.63333333;40.73333333;"O";0;1;;;;0;0;0;0;18060;321.3239003;41.9;50;54;58;61.446;62.822
"AGE12101";"Akwa (Sokhoumi)";"GEO00";"Georgie";43;41.02;"O";1;0;;"1B4";;0;0;0;0;18868;1959.849861;64.73;101.798;114.373;121.406;43.716;64.478
"AR03234501";"novokubansk";"RUS33";"Russie";45.1;41.05;"O";0;1;;;;0;0;0;0;17546;2691.311338;23.971;23.9;27.1;30.2;35.4;34.847
"AR03405";"Armavir";"RUS33";"Russie";45;41.11666667;"O";0;1;;"3A1";;0;0;0;0;17771;396.4946193;111;145.4;161.5;161;193.964;188.897
"AR07243501";"novoaleksan";"RUS62";"Russie";45.5;41.23333333;"O";0;1;;;;0;0;0;0;17386;1857.329546;16.5;20.7;22.7;25.8;27.315;26.759
"AR07220555000";"Solnetchnodolsk";"RUS62";"Russie";45.32;41.54;"O";0;1;;;;0;0;0;0;17386;12347.87389;;;10.238;11.118;12.929;12.152
"AGE02101";"Batoumi";"GEO00";"Georgie";41.64;41.63;"O";1;0;;"1B3";;0;0;0;0;19539;2056.123979;82.328;100.603;122.815;136.609;121.806;123.5
"AGE08105";"Poti";"GEO00";"Georgie";42.15;41.67;"O";0;0;;;;0;0;0;0;19281;1063.43969;42.068;45.979;48.508;50.922;47.149;47.7
"AR07220501";"izobiljnyj";"RUS62";"Russie";45.36666667;41.71666667;"O";0;1;;;;0;0;0;0;17386;347.0450823;11.1;23.2;29.2;32.9;38.926;40.546
"AGE02102";"Kobouleti";"GEO00";"Georgie";41.82;41.78;"O";0;0;;;;0;0;0;0;19526;2669.380833;12.598;18.051;18.283;20.932;18.556;19.3
"AGE08102";"Zougdidi";"GEO00";"Georgie";42.51;41.87;"O";1;0;;;;0;0;0;0;19038;904.0347234;31.081;39.896;45.17;50.022;68.894;74.2
"AR07424";"nevinnomysk";"RUS62";"Russie";44.63333333;41.93333333;"O";0;1;;;;0;0;0;0;17772;1475.885467;39.8;85.1;103.7;121.4;132.141;118.351
"AR20213551";"Gribanovskii";"RUS78";"Russie";51.46;41.97;"O";0;0;;;;0;0;0;0;9478;4541.915879;15.928;17.219;16.41;17.122;17.461;15.686
"AGE03102";"Ozourgeti";"GEO00";"Georgie";41.93;41.98;"O";1;0;;;;0;0;0;0;19394;248.174281;19.131;21.679;22.393;23.399;18.705;18.6
"AR07401";"Stavropol";"RUS62";"Russie";45.05;41.98333333;"O";1;1;;"1B3";;0;0;0;0;17521;696.0171902;141;198.3;258.2;318.3;354.867;398.266
"AR07258501";"mihajlovsk";"RUS62";"Russie";45.13333333;42.03333333;"O";0;1;;;;0;0;0;0;17441;119.0951535;12.3;21.5;32.3;43;58.153;71.018
"AGE08104";"Senaki";"GEO00";"Georgie";42.27;42.08;"O";0;0;;;;0;0;0;0;19247;823.4075553;17.907;25.354;27.03;29.161;28.082;28.6
"AGE04105";"Samtrediya";"GEO00";"Georgie";42.15;42.34;"O";0;0;;;;0;0;0;0;19390;658.4998063;19.58;21.974;33.999;34.468;29.761;30
"AGE04111";"Khoni";"GEO00";"Georgie";42.32;42.43;"O";0;0;;;;0;0;0;0;19246;13760.25873;10.793;11.347;14.549;14.425;11.315;11.1
"AR56223551";"Zemettchino";"RUS51";"Russie";53.5;42.62;"O";0;0;;;;0;0;0;0;6809;1348.57292;11.72;11.2;11.156;11.876;12.088;10.773
"AR07415";"kislovodsk";"RUS62";"Russie";43.91666667;42.71666667;"O";0;1;;"5A";;0;0;0;0;18182;959.5170611;78;89.6;100.9;114.4;129.788;128.502
"AGE04108";"Koustaisi";"GEO00";"Georgie";42.26;42.72;"O";1;0;;"3A1";;0;0;0;0;19217;1355.485593;139.778;177.509;211.955;256.15;202.806;209.6
"AR89221551000";"Zoubova Polyana";"RUS39";"Russie";54.08;42.83;"O";0;0;;;;0;0;0;0;5772;557.0935676;;;;10.715;10.355;10.31
"AR07246501";"svetlograd";"RUS62";"Russie";45.33333333;42.85;"O";0;1;;;;0;0;0;0;17392;2792.951142;24.3;30.9;33.6;37.2;39.37;38.52
"AR07222501";"ipatovo";"RUS62";"Russie";45.71666667;42.9;"O";0;1;;;;0;0;0;0;17233;642.8464211;13.7;18.5;22;26.4;28.594;26.055
"AGE04107";"Tqibuli";"GEO00";"Georgie";42.34;42.99;"O";0;0;;;;0;0;0;0;19217;1418.190926;22.702;23.153;21.821;21.867;14.464;13.9
"AGE04103";"Zestaponi";"GEO00";"Georgie";42.11;43.05;"O";0;0;;;;0;0;0;0;19297;616.3371945;17.213;21.701;21.101;26.098;24.158;24.8
"AR07427";"Piatigorsk";"RUS62";"Russie";44.03333333;43.05;"O";0;1;;"5A";;0;0;0;0;18136;1545.103065;192.67;302.811;357.065;401.154;424.975;450.491
"AGE04110";"Tchiatoura";"GEO00";"Georgie";42.3;43.3;"O";0;0;;;;0;0;0;0;19297;1169.072974;21.521;25.474;26.715;29.228;13.835;14.1
"AR22503";"sarov";"RUS42";"Russie";54.93333333;43.31666667;"O";0;0;;;;0;0;0;0;5108;3806.553584;;15.244;24.931;43.067;87.652;92.073
"AGE09103";"Boryomi";"GEO00";"Georgie";41.84;43.38;"O";0;0;;;;0;0;0;0;19553;3407.624692;15.332;16.316;18.059;19.007;14.445;13.7
"AR07210501";"blagodarnyj";"RUS62";"Russie";45.1;43.43333333;"O";0;1;;;;0;0;0;0;17474;1.63666398;14.9;20.2;22.7;27.8;34.5;32.736
"AR07407";"georgijevsk";"RUS62";"Russie";44.15;43.46666667;"O";0;1;;;;0;0;0;0;18117;146.5743802;35.1;44.2;53.6;62.9;70.575;72.126
"AGE11104";"Khaskhouri";"GEO00";"Georgie";41.99;43.59;"O";0;0;;;;0;0;0;0;19379;624.8083986;18.646;24.469;28.638;32.639;28.56;29
"AR07225501";"novpavlovsk";"RUS62";"Russie";43.96666667;43.63333333;"O";0;1;;;;0;0;0;0;18307;1112.042862;;10.608;13.5;18.6;23.235;26.556
"AR18210551";"Elan";"RUS76";"Russie";50.95;43.73;"O";0;1;;;;0;0;0;0;10725;3412.839891;13.873;15.255;15.252;14.935;15.147;14.835
"AAR08102";"Gyoumri";"ARM00";"Armenie";40.79;43.85;"O";1;0;;"3A1";;0;0;0;0;19971;2872.967515;108.446;164.966;206.613;122.587;150.41;146.3
"AR07250501";"zelenokumsk";"RUS62";"Russie";44.41666667;43.88333333;"O";0;1;;;;0;0;0;0;18089;3536.359637;11.5;29.7;32.1;35.1;40.34;35.79
"AAR08101";"Artik";"ARM00";"Armenie";40.62;43.98;"O";0;0;;;;0;0;0;0;20087;642.4062769;;13.323;16.473;25.126;17.495;17.3
"AR18214551";"Ilovlya";"RUS76";"Russie";49.3;43.98;"O";0;1;;;;0;0;0;0;13510;2477.019215;;;;10.295;11.904;11.25
"AAR04101";"Armavir";"ARM00";"Armenie";40.09;44.05;"O";1;0;;;;0;0;0;0;20304;2960.327122;14.932;25.881;31.431;46.857;32.075;33.8
"AGE11101";"Gori";"GEO00";"Georgie";41.97;44.11;"O";1;0;;;;0;0;0;0;19378;653.2554801;35.061;48.181;55.984;68.924;49.516;54.2
"AR07402";"budjonovsk";"RUS62";"Russie";44.78333333;44.15;"O";0;1;;;;0;0;0;0;18089;276.5277516;27.9;35.8;45.6;55.3;65.687;64.628
"AAR06105";"Spitak";"ARM00";"Armenie";40.84;44.27;"O";0;0;;;;0;0;0;0;19971;1124.163076;;11.913;14.591;13.74;14.988;15.2
"AGE09102";"Akhaltsikhe";"GEO00";"Georgie";41.87;44.35;"O";1;0;;;;0;0;0;0;19422;34.29893878;16.868;18.972;19.742;24.57;18.452;19.5
"AAR02101";"Ashtarak";"ARM00";"Armenie";40.3;44.36;"O";1;0;;;;0;0;0;0;20303;19649.84405;;12.131;16.362;23.623;20.652;20.8
"AGE11102";"Kaspi";"GEO00";"Georgie";41.92;44.42;"O";0;0;;;;0;0;0;0;19510;155.1554242;;12.263;13.824;17.305;15.233;15.6
"AAR07105";"Khrazdan";"ARM00";"Armenie";40.07;44.44;"O";1;0;;;;0;0;0;0;20301;996.7215201;;26.833;41.364;60.839;52.831;53.2
"AAR07103";"Eghvard";"ARM00";"Armenie";40.32;44.48;"O";0;0;;;;0;0;0;0;20225;12713.35363;;;;11.579;11.719;12.3
"AAR06107";"Vanadzor";"ARM00";"Armenie";40.81;44.49;"O";1;0;;;;0;0;0;0;19971;204.3143788;49.423;106.624;146.036;75.616;106.968;104.8
"AAR01101";"Erevan";"ARM00";"Armenie";40.18;44.51;"O";1;0;;"1A1";;0;0;0;0;20303;2447.69706;529.039;818.784;1114.336;1342.907;1225.815;1243
"AAR03102";"Artashat";"ARM00";"Armenie";39.95;44.55;"O";1;0;;;;0;0;0;0;20463;420.938492;;13.924;16.753;32.324;25.099;25.4
"AAR07106";"iiiiiiiiii";"ARM00";"Armenie";40.3;44.58;"O";0;0;;;;0;0;0;0;20225;5045.592427;;;;11.091;10.151;10.3
"AR56245551";"Mokshan";"RUS51";"Russie";53.44;44.61;"O";0;0;;;;0;0;0;0;7072;14522.57916;;;10.357;11.305;11.808;11.59
"AAR07107";"Tcharentsavan";"ARM00";"Armenie";40.41;44.64;"O";0;0;;;;0;0;0;0;20160;479.2771694;;16.455;24.808;33.9;24.929;25
"AAR06101";"Alaverdi";"ARM00";"Armenie";41.13;44.65;"O";0;0;;;;0;0;0;0;19971;2629.173597;16.713;21.311;22.474;26.267;16.58;15.8
"AAR03101";"Ararat";"ARM00";"Armenie";39.81;44.71;"O";0;0;;;;0;0;0;0;20463;2250.746287;;;15.161;20.105;20.51;20.8
"AAR03104";"Vedi";"ARM00";"Armenie";39.91;44.73;"O";0;0;;;;0;0;0;0;20463;7003.678851;;;;10.757;12.997;13.6
"AGE01101";"Tbilisi";"GEO00";"Georgie";41.73;44.79;"O";1;0;;"1A1";;0;0;0;0;19510;1656.623207;772.542;1006.552;1201.966;1427.941;1197.447;1251.5
"AGE10105";"Marneouli";"GEO00";"Georgie";41.46;44.81;"O";0;0;;;;0;0;0;0;19741;242.5459929;12.4;15.829;19.568;27.557;20.065;23.1
"AAR11103";"Dilidjan";"ARM00";"Armenie";40.74;44.86;"O";0;0;;;;0;0;0;0;20001;9762.338662;11.412;15.761;20.604;23.695;16.151;15.6
"AAR05104";"Sevan";"ARM00";"Armenie";40.55;44.95;"O";0;0;;;;0;0;0;0;20105;1159.745463;;12.392;20.492;26.951;21.441;21.7
"AR07241501";"neftekumsk";"RUS62";"Russie";44.75;44.98333333;"O";0;1;;;;0;0;0;0;18089;71019.81333;;14.6;20.2;22.1;27.395;27.7
"AGE10102";"Garbadani";"GEO00";"Georgie";41.45;45.09;"O";0;0;;;;0;0;0;0;19651;2180.237252;;;13.661;17.176;11.858;14.8
"AAR11104";"Iyevan";"ARM00";"Armenie";40.88;45.15;"O";1;0;;;;0;0;0;0;20001;2402.725575;;13.528;15.41;18.681;20.267;20.6
"AR56534";"zarechnyj";"RUS51";"Russie";53.2;45.2;"O";0;0;;;;0;0;0;0;6968;694.3189408;;11.62;18.69;31.694;62.97;63.579
"AAR05103";"Martouni";"ARM00";"Armenie";40.14;45.31;"O";0;0;;;;0;0;0;0;20105;50267.00583;;;;13.571;11.792;12.1
"AGE05106";"Sagareyo";"GEO00";"Georgie";41.74;45.33;"O";0;1;;;;0;0;0;0;19514;2725.973758;;;11.661;14.563;12.566;11.7
"AAZ05109";"Qazax";"AZE00";"Azerbaidjan";41.09;45.37;"O";0;0;;;;0;0;0;0;19841;442.6427658;;13.087;15.585;19.045;20.233;21
"AAZ02102";"Naxtchivan";"AZE00";"Azerbaidjan";39.21;45.41;"O";1;0;;"1B5";;0;0;0;0;20727;1290.306251;25.34;33.279;40.384;59.754;67.467;72.7
"AGE05104";"Telavi";"GEO00";"Georgie";41.92;45.49;"O";1;1;;;;0;0;0;0;19505;1791.778964;15.328;21.179;25.272;28.325;21.805;20.5
"AAZ05112";"Tovuz";"AZE00";"Azerbaidjan";40.99;45.63;"O";0;0;;;;0;0;0;0;19963;623.2060623;;10.358;11.341;13.373;13.513;13.6
"AAR05105";"Vardenis";"ARM00";"Armenie";40.18;45.73;"O";0;0;;;;0;0;0;0;20115;44780.02877;;;11.343;13.905;12.74;12.7
"AAZ05201";"Qovlar";"AZE00";"Azerbaidjan";40.94;45.74;"O";0;0;;;;0;0;0;0;19963;901.1140367;;;;10.13;12.212;13.7
"AR89257555";"Komsomolskii";"RUS39";"Russie";54.45;45.82;"O";0;0;;;;0;0;0;0;5445;2704.283975;;11.102;13.232;14.74;14.23;13.513
"AAZ05111";"shamkir";"AZE00";"Azerbaidjan";40.83;46.02;"O";0;0;;;;0;0;0;0;19963;3338.6933;;11.657;21.965;27.917;34.063;38.5
"AAR09106";"Sisian";"ARM00";"Armenie";39.52;46.03;"O";0;0;;;;0;0;0;0;20701;49480.87875;;;10.597;15.292;16.807;16.7
"AAZ05102";"Dashkasan";"AZE00";"Azerbaidjan";40.49;46.08;"O";0;0;;;;0;0;0;0;20115;2093.016092;;;;10.438;10.599;10.7
"AAZ05107";"Goygol";"AZE00";"Azerbaidjan";40.59;46.32;"O";0;0;;;;0;0;0;0;20099;1275.076174;11.475;12.703;13.31;15.338;16.643;17.5
"AAR09102";"Goris";"ARM00";"Armenie";39.51;46.34;"O";0;0;;;;0;0;0;0;20701;32228.41805;10.377;14.62;17.379;23.795;23.221;23
"AAZ05105";"Ganca";"AZE00";"Azerbaidjan";40.68;46.36;"O";0;1;;"2A";;0;0;0;0;20099;404.728201;116.122;189.512;231.901;278.006;300.891;315.9
"AAR09104";"Kapan";"ARM00";"Armenie";39.2;46.41;"O";1;0;;;;0;0;0;0;20701;1331.096847;19.315;29.916;35.889;42.375;45.708;45.5
"AAZ09106";"Zaqatala";"AZE00";"Azerbaidjan";41.63;46.64;"O";0;1;;;;0;0;0;0;19622;49239.12459;10.25;13.377;16.143;18.198;19.826;20.9
"AAZ10108";"Xankandi";"AZE00";"Azerbaidjan";39.82;46.75;"O";0;0;;;;0;0;0;0;20327;22584.84504;20.333;30.293;38.98;56.705;54.572;53.3
"AAZ10106";"shusha";"AZE00";"Azerbaidjan";39.76;46.75;"O";0;0;;;;0;0;0;0;20327;27233.83426;;;11.729;15.039;18.383;20.8
"AAZ09103";"Qax";"AZE00";"Azerbaidjan";41.42;46.92;"O";0;1;;;;0;0;0;0;20047;64642.77999;;;;11.415;12.075;12.5
"AAZ10101";"Aghdam";"AZE00";"Azerbaidjan";39.99;46.93;"O";0;0;;;;0;0;0;0;20327;1109.684585;16.061;21.277;23.559;28.031;33.675;37.7
"AAZ10107";"Tartar";"AZE00";"Azerbaidjan";40.34;46.93;"O";0;1;;;;0;0;0;0;20327;11364.73234;;;10.789;12.563;16.597;19.7
"AR63244551";"Stepnoe";"RUS60";"Russie";51.45;47;"O";0;1;;;;0;0;0;0;9802;20242.03835;;;11.542;14.083;14.14;13.139
"AAZ04110";"Mingatchevir";"AZE00";"Azerbaidjan";40.77;47.05;"O";0;1;;;;0;0;0;0;20047;907.9938179;19.904;43.092;59.733;85.388;92.872;97.8
"AAZ04103";"Barda";"AZE00";"Azerbaidjan";40.37;47.13;"O";0;1;;;;0;0;0;0;20327;4730.616969;13.033;20.788;24.122;30.908;35.181;38.1
"AAZ10104";"Fuzuli";"AZE00";"Azerbaidjan";39.6;47.14;"O";0;0;;;;0;0;0;0;20700;24600.63698;;11.253;13.201;17.09;19.529;21.2
"AAZ04117";"Yevlax";"AZE00";"Azerbaidjan";40.62;47.15;"O";0;1;;;;0;0;0;0;20205;612.9530589;20.368;29.462;33.874;45.719;53.144;58.3
"AAZ09105";"shaki";"AZE00";"Azerbaidjan";41.19;47.17;"O";1;1;;;;0;0;0;0;20047;41365.91347;34.348;43.158;49.475;56.223;60.623;63.5
"AAZ04101";"Aghcabadi";"AZE00";"Azerbaidjan";40.05;47.46;"O";0;1;;;;0;0;0;0;20327;44333.61184;13.985;17.036;20.296;25.162;33.108;39.2
"AAZ04102";"Aghdash";"AZE00";"Azerbaidjan";40.65;47.48;"O";0;1;;;;0;0;0;0;20205;10400.95248;;14.931;17.352;19.756;25.268;29.4
"AAZ04104";"Beylaqan";"AZE00";"Azerbaidjan";39.78;47.62;"O";0;1;;;;0;0;0;0;20700;15281.95888;;;;12.263;14.12;15.4
"AAZ04116";"Ucar";"AZE00";"Azerbaidjan";40.52;47.65;"O";0;1;;;;0;0;0;0;20205;516.255107;;11.02;12.09;14.273;15.905;17
"AAZ04106";"Goytchay";"AZE00";"Azerbaidjan";40.62;47.76;"O";0;1;;;;0;0;0;0;20205;11470.03975;16.485;25.922;29.206;30.934;33.921;35.9
"AAZ09104";"Qabala";"AZE00";"Azerbaidjan";40.98;47.85;"O";0;1;;;;0;0;0;0;20205;48586.38373;;;;13.19;12.822;12.6
"AAZ04108";"imishli";"AZE00";"Azerbaidjan";39.87;48.06;"O";0;1;;;;0;0;0;0;20700;795.1126747;;17.839;21.34;25.715;30.009;33
"AAZ06102";"ismayilli";"AZE00";"Azerbaidjan";40.79;48.15;"O";0;1;;;;0;0;0;0;20205;41856.8909;;;;11.429;13.635;15.2
"AAZ04109";"Kurdamir";"AZE00";"Azerbaidjan";40.34;48.16;"O";0;1;;;;0;0;0;0;20205;645.5734218;10.44;13.314;14.844;15.385;17.072;18.2
"AAZ04112";"Saatli";"AZE00";"Azerbaidjan";39.93;48.37;"O";0;1;;;;0;0;0;0;20700;1594.649438;;;10.986;14.2;16.332;17.8
"AR82220555";"Belidzhi";"RUS13";"Russie";41.88;48.39;"O";0;1;;;;0;0;0;0;19468;935.7790598;;;10.041;10.835;11.584;12.591
"AAZ06101";"Aghsu";"AZE00";"Azerbaidjan";40.57;48.4;"O";0;1;;;;0;0;0;0;20305;27828.98883;;;11.019;14.201;17.608;20.1
"AAZ08102";"Qusar";"AZE00";"Azerbaidjan";41.43;48.44;"O";0;1;;;;0;0;0;0;19773;28433.2979;;11.144;12.225;14.23;15.77;16.8
"AAZ04113";"Sabirabad";"AZE00";"Azerbaidjan";40.01;48.48;"O";0;1;;;;0;0;0;0;20346;1920.177591;;13.388;15;18.612;18.605;18.6
"AR88252551";"Sovetskii";"RUS38";"Russie";56.76;48.48;"O";0;0;;;;0;0;0;0;3726;29781.09859;;;;11.38;10.806;10.667
"AAZ07102";"Calilabad";"AZE00";"Azerbaidjan";39.21;48.5;"O";0;1;;;;0;0;0;0;20909;12128.23937;;15.629;19.962;25.846;35.42;43
"AAZ08101";"Quba";"AZE00";"Azerbaidjan";41.36;48.51;"O";0;1;;;;0;0;0;0;19773;28127.61406;15.947;18.871;19.437;20.791;22.664;23.9
