"AROKATO";"nom";"idreg";"pays";"lat";"long";"Est-ouest";"Capitale";"hydrocarbures";"date creation";"typharris1963";"NMonopoleSnyder";"1959y";"1970y";"1979y";"1989y";"2002y";"2010y";
"AAZ10102";"Aghdara";"AZE00";"Azerbaidjan";40,22;46,81;"O";0;;;;;;;;;;10.2;
"AAZ05101";"Aghstafa";"AZE00";"Azerbaidjan";41,12;45,45;"O";0;;;;;;;;;11.408;12.4;
"AAZ06101";"Aghsu";"AZE00";"Azerbaidjan";40,57;48,4;"O";0;1;;;;;;11.019;14.201;17.608;20.1;
"AR76122651000";"Aginskoe";"RUS80";"Russie";51,1;114,53;"E";0;;;;;;;;;11.717;15.597;
"AR98231552";"Aikhal";"RUS15";"Russie";66;111,5;"E";0;0;;;;;;;11.552;15.782;13.724;
"ATU04201";"Akdepe";"TUR00";"Turkmenistan";42,05;59,37;"E";0;1;;;;;;;14.673;15.786;16.513;
"AR93403";"akdovurak";"RUS73";"Russie";51,16666667;90,6;"E";0;0;;;;;;13.2;15.2;12.965;13.469;
"AUZ01201";"Akhunabayev";"OUZ00";"Ouzbekistan";40,72;72,63;"E";0;1;;;;;;;11;13.913;16.078;
"AR92204551";"Aksoubaevo";"RUS65";"Russie";54,87;50,8;"O";0;;;;;;;;;;10.008;
"AAZ01210";"alat";"AZE00";"Azerbaidjan";39,94;49,41;"O";0;1;;;;;;;11.455;10.918;10.6;
"AR92206551";"Alekseevskoe";"RUS65";"Russie";55,3;50,11;"O";0;;;;;;;;;;11.224;
"AAZ09201";"aliabad";"AZE00";"Azerbaidjan";41,48;46,62;"O";0;;;;;;;;;;10.5;
"AUZ03201";"Altyarik";"OUZ00";"Ouzbekistan";40,38;71,5;"E";0;1;;;;;;;30.7;38.087;43.491;
"AR77401";"Anadyr";"RUS68";"Russie";64,73333333;177,5166667;"E";1;0;;;;;;12.2;17.1;11.038;13.053;
"AR46252553000";"Andreevka";"RUS40";"Russie";55,98;37,13;"O";0;;;;;;;;;;10.017;
"ALI09101";"Anyksciai";"LIT00";"Lithuanie";55,53;25,1;"O";0;0;;;;;;10.581;12.851;11.907;11.618;
"AAR03101";"Ararat";"ARM00";"Armenie";39,81;44,71;"O";0;0;;;;;;15.161;20.105;20.51;20.8;
"AAZ07201";"arkivan";"AZE00";"Azerbaidjan";39,02;48,65;"O";0;;;;;;;;;;16.1;
"AUA01103";"Armyansk";"UKR01";"Ukraine";46,11;33,7;"O";0;0;;;;;;20.65;24.833;23.704;22.711;
"AR92212551";"arsk";"RUS65";"Russie";56,08333333;49,86666667;"O";0;0;;;;;;11.4;13.9;17.211;18.114;
"ABE05101";"Ashmyany";"BEL00";"Belarus";54,42;25,93;"O";0;0;;;;;;12.455;14.748;14.98;14.929;
"AAZ07101";"Astara";"AZE00";"Azerbaidjan";38,46;48,88;"O";0;1;;;;;;11.95;12.957;15.161;16.7;
"AKA13203";"Asykata";"KAZ13";"Kazakhstan";40,9;68,36;"E";0;;;;;;;;;10.795;11.102;
"AR76250554";"Atamanovka";"RUS80";"Russie";51,93;113,63;"E";0;;;;;;;;;;10.382;
"ATU05101";"Atamyrat";"TUR00";"Turkmenistan";37,83;65,21;"E";0;1;;;;;;16.083;19.747;27.137;33;
"ATU01202";"Baherden";"TUR00";"Turkmenistan";38,44;57,43;"E";0;1;;;;;;;16.823;21.896;25.752;
"AUZ10201";"Baht";"OUZ00";"Ouzbekistan";40,72;68,7;"E";0;;;;;;;;;11.563;12.883;
"AKA11102";"Baikonyr";"KAZ11";"Kazakhstan";45,67;63,33;"E";0;0;;;;;;;70.8;46.72;36.175;
"AR17205552";"Balakirevo";"RUS75";"Russie";56,5;38,85;"O";0;;;;;;;;;;10.083;
"ATU03101";"Balkanabat";"TUR00";"Turkmenistan";39,51;54,37;"E";1;1;;;;;;71.284;86.314;113.059;133.489;
"AKI08201";"Balyktchy";"KIR00";"Kirghizstan";42,46;76,18;"E";0;0;;;;;;33.319;42.438;39.331;42.771;
"AUA10201";"Barishivka";"UKR12";"Ukraine";50,37;31,33;"O";0;0;;;;;;;10.583;11.15;10.947;
"AR56203551000";"Bashmakovo";"RUS51";"Russie";53,21;43,04;"O";0;;;;;;;;;;10.425;
"AUA14101";"Bashtanka";"UKR16";"Ukraine";47,4;32,45;"O";0;0;;;;;;;12.873;13.073;12.654;
"AR32407552";"Batchatskii";"RUS25";"Russie";54,29;86,13;"E";0;0;;;;;;;13.365;14.99;14.404;
"AKI01201";"Batken";"KIR00";"Kirghizstan";40,05;70,83;"E";1;1;;;;;;;10.243;11.262;13.695;
"ALE01112";"Bauska";"LET00";"Lettonie";56,41;24,19;"O";0;0;;;;;;10.255;11.81;10.617;10.105;
"ATU06101";"Bayramaly";"TUR00";"Turkmenistan";37,62;62,17;"E";0;1;;;;;;37.531;43.824;86.389;131.173;
"AKA12201";"Beineu";"KAZ12";"Kazakhstan";45,32;55,2;"E";0;0;;;;;;;11.913;17.025;32.452;
"AUZ12102";"Bekabad";"OUZ00";"Ouzbekistan";40,22;69,27;"E";0;0;;;;;;67.656;94.382;117.871;135.166;
"ABE02102";"Belaazersk";"BEL00";"Belarus";52,47;25,17;"O";0;0;;;;;;;10.698;13.2;12.499;
"AR82220555";"Belidzhi";"RUS13";"Russie";41,88;48,39;"O";0;1;;;;;;10.041;10.835;11.584;12.591;
"AR71181";"belojarskij";"RUS70";"Russie";63,71666667;66,66666667;"E";0;1;;;;;;;20.5;18.721;20.283;
"AR01404";"belokuriha";"RUS02";"Russie";52;84,98333333;"E";0;0;;;;;;;14.4;14.533;14.66;
"AR46206554";"Beloozerskii";"RUS40";"Russie";55,46;38,44;"O";0;0;;;;;;;12.529;14.494;17.825;
"AR71126655";"Belyi Yar";"RUS70";"Russie";61,23;73,23;"E";0;1;;;;;;;13.004;14.392;14.581;
"ABE07102";"Berazino";"BEL00";"Belarus";53,84;29;"O";0;0;;;;;;;12.665;13.18;12.008;
"AUA17101";"Berezne";"UKR19";"Ukraine";51;26,75;"O";0;0;;;;;;10.171;12.383;13.547;13.396;
"AUZ08101";"Beruniy";"OUZ00";"Ouzbekistan";41,69;60,75;"E";0;0;;;;;;29.702;37.778;48.403;56.378;
"AUZ03202";"Besarik2";"OUZ00";"Ouzbekistan";40,44;70,61;"E";0;1;;;;;;;17.3;21.463;24.508;
"AAZ04104";"Beylaqan";"AZE00";"Azerbaidjan";39,78;47,62;"O";0;1;;;;;;;12.263;14.12;15.4;
"ATU01101";"Bezmain";"TUR00";"Turkmenistan";38,05;58,21;"E";0;1;;;;;;21.537;31.588;43.341;52.654;
"AR20205501";"boguchar";"RUS78";"Russie";49,93333333;40,55;"O";0;;;;;;;;;13.756;11.811;
"ATU04202";"Boldumsaz";"TUR00";"Turkmenistan";42,14;59,67;"E";0;0;;;;;;;14.673;20.228;24.646;
"AR52203551";"Bolsheretche";"RUS45";"Russie";56,1;74,62;"E";0;0;;;;;;;12.477;12.361;11.271;
"AR46241552000";"Bolshie Vyazemy";"RUS40";"Russie";55,63;36,98;"O";0;;;;;;;;;;12.649;
"AUA10202";"Borodyanka";"UKR12";"Ukraine";50,65;29,98;"O";0;0;;;;;;;12.907;12.518;12.903;
"AUA19102";"Borschiv";"UKR21";"Ukraine";48,8;26,05;"O";0;0;;;;;;;11.305;11.372;11.274;
"ATA05302";"Bouston";"TAD00";"Tadjikistan";40,52;69,33;"E";0;0;;;;;;;12.178;12.068;12;
"AUZ14202";"Boysun";"OUZ00";"Ouzbekistan";38,21;67,2;"E";0;1;;;;;;;16.7;22.45;26.934;
"AUZ12202";"Buka";"OUZ00";"Ouzbekistan";40,8;69,18;"E";0;0;;;;;;;17.2;20.131;22.177;
"AUZ08201";"Buston";"OUZ00";"Ouzbekistan";41,7;60,88;"E";0;;;;;;;;;10.887;12.678;
"ABE06201";"Byalynitchy";"BEL00";"Belarus";54;29,7;"O";0;0;;;;;;;10.625;10.589;10.669;
"ABE02104";"Byaroza";"BEL00";"Belarus";52,53;24,98;"O";0;0;;;;;;13.113;23.203;29.8;29.39;
"ABE05102";"Byarozauka";"BEL00";"Belarus";53,72;25,5;"O";0;0;;;;;;;11.418;12.08;10.753;
"AMO01109";"Calarasi";"MOL00";"Moldavie";47,25;28,31;"O";0;0;;;;;;12.435;18.326;14.974;14.5;
"AUZ14203";"Carkurgon";"OUZ00";"Ouzbekistan";37,55;67,25;"E";0;1;;;;;;;17.7;23.795;28.547;
"AMO01111";"Causeni";"MOL00";"Moldavie";46,64;29,41;"O";0;0;;;;;;;20.761;18.131;17.6;
"AR83245501";"chegem";"RUS19";"Russie";43,56666667;43,58333333;"O";0;0;;;;;;;13.2;17.893;17.988;
"AUZ09203";"Chelak";"OUZ00";"Ouzbekistan";39,92;66,85;"E";0;0;;;;;;;13.1;16.289;18.626;
"AR46239504";"chernogolv";"RUS40";"Russie";56;38,36666667;"O";0;0;;;;;;12.3;18.5;20.284;20.986;
"AUZ08102";"Chimboy";"OUZ00";"Ouzbekistan";42,94;59,78;"E";0;0;;;;;;23.624;27.366;35.077;40.866;
"AUZ12104";"Chinoz";"OUZ00";"Ouzbekistan";40,94;68,77;"E";0;0;;;;;;13.959;43.181;50.552;55.7;
"AUZ07202";"Chirakchi";"OUZ00";"Ouzbekistan";39,04;66,56;"E";0;0;;;;;;;13.2;17.525;20.864;
"AUZ05102";"Chust";"OUZ00";"Ouzbekistan";41;71,24;"E";0;1;;;;;;35.347;46.424;60.387;70.993;
"AMO01114";"Cimislia";"MOL00";"Moldavie";46,52;28,78;"O";0;0;;;;;;;16.509;13.294;12.6;
"AR97241501";"civiljsk";"RUS69";"Russie";55,86666667;47,48333333;"O";0;0;;;;;;;10.1;12.967;13.478;
"AAZ03201";"Corat";"AZE00";"Azerbaidjan";40,57;49,71;"O";0;;;;;;;;;10.655;12.9;
"AAZ02101";"Culfa";"AZE00";"Azerbaidjan";38,95;45,63;"O";0;;;;;;;;;10.846;12.3;
"ATA01301";"Dangara";"TAD00";"Tadjikistan";38,1;69,34;"E";0;1;;;;;;12.892;16.898;19.896;22;
"AAZ05102";"Dashkasan";"AZE00";"Azerbaidjan";40,49;46,08;"O";0;0;;;;;;;10.438;10.599;10.7;
"ATU04101";"Dashougouz";"TUR00";"Turkmenistan";41,83;59,97;"E";1;1;;;;;;83.75;111.406;195.034;275.278;
"AUZ11101";"Denau";"OUZ00";"Ouzbekistan";38,27;67,9;"E";0;1;;;;;;35.695;46.881;76.375;103.13;
"AUA22103";"Derazhnya";"UKR24";"Ukraine";49,27;27,43;"O";0;0;;;;;;;11.454;10.366;10.16;
"AR66410";"desnogorsk";"RUS61";"Russie";54,15;33,28333333;"O";0;0;;;;;;;32.3;32.07;29.677;
"AUZ04101";"Djizzak";"OUZ00";"Ouzbekistan";40,12;67,84;"E";1;0;;;;;;69.501;106.087;131.665;150.382;
"AMO02103";"Dnestrovsc";"MOL00";"Moldavie";46,62;29,91;"O";0;0;;;;;;;14.876;12.689;11.6;
"AR66214501";"dorogobuzh";"RUS61";"Russie";54,91666667;33,3;"O";0;0;;;;;;;12.3;12.25;10.72;
"AKA06202";"Dossor";"KAZ06";"Kazakhstan";47,53;52,98;"E";0;;;;;;;;;;11.47;
"ATA01302";"Dousti";"TAD00";"Tadjikistan";37,35;68,67;"E";0;;;;;;;;;11.774;14;
"ABE02108";"Dragitchyn";"BEL00";"Belarus";52,19;25,15;"O";0;0;;;;;;;13.4;15.06;14.688;
"AUZ03208";"Druzhba";"OUZ00";"Ouzbekistan";41,19;61,28;"E";0;1;;;;;;;12.4;16.123;18.951;
"AUZ04202";"Dustlik";"OUZ00";"Ouzbekistan";40,54;68,03;"E";0;0;;;;;;;11.9;15.497;18.231;
"AR92253555";"Dzhalil";"RUS65";"Russie";55,02;52,74;"O";0;1;;;;;;;11.298;14.769;13.937;
"AAR07103";"Eghvard";"ARM00";"Armenie";40,32;44,48;"O";0;0;;;;;;;11.579;11.719;12.3;
"AR082035603";"Elban";"RUS26";"Russie";50,09;136,5;"E";0;1;;;;;;;15.213;12.909;11.932;
"ALI10103";"Elektrinai";"LIT00";"Lithuanie";54,77;24,63;"O";0;0;;;;;;;15.742;13.992;13.663;
"AR66219501";"eljnja";"RUS61";"Russie";54,56666667;33,18333333;"O";0;;;;;;;;;10.798;10.095;
"AUA08106";"Energograd";"UKR09";"Ukraine";47,5;34,47;"O";0;0;;;;;;14.043;47.1;55.874;54.389;
"AR29206557";"ermolino";"RUS22";"Russie";55,2;36,58333333;"O";0;;;;;;;;10.6;10.481;10.409;
"ABE07123";"Fanipal";"BEL00";"Belarus";53,75;27,33;"O";0;;;;;;;;;11.119;12.837;
"AR71126665000";"Fedorovskii";"RUS70";"Russie";61,62;73,72;"E";0;1;;;;;;;10.925;18.406;20.292;
"AMO01127";"Floresti";"MOL00";"Moldavie";47,89;28,3;"O";0;0;;;;;;11.407;20.576;15.863;15.2;
"AR46259563";"Fryanovo";"RUS40";"Russie";56,13;38,45;"O";0;0;;;;;;12.92;13.199;11.18;11.254;
"AUZ02102";"G ijduvon";"OUZ00";"Ouzbekistan";40,1;64,68;"E";0;0;;;;;;;30.486;39.064;45.503;
"AAZ05104";"Gadabay";"AZE00";"Azerbaidjan";40,57;45,82;"O";0;;;;;;;;;;10.6;
"AR47529";"gadgijevo";"RUS41";"Russie";69,25;33,31666667;"O";0;;;;;;;;;12.18;11.089;
"AUZ04203";"Gagarin";"OUZ00";"Ouzbekistan";40,66;68,16;"E";0;0;;;;;;;17.9;23.31;27.423;
"ABE02106";"Gantsavitchy";"BEL00";"Belarus";52,76;26,43;"O";0;0;;;;;;;14.117;14.8;13.853;
"ABE03105";"Garadok";"BEL00";"Belarus";55,46;30;"O";0;0;;;;;;12.263;14.338;14.04;12.769;
"AGE10102";"Garbadani";"GEO00";"Georgie";41,45;45,09;"O";0;0;;;;;;13.661;17.176;11.858;14.8;
"ALI03101";"Gargzdai";"LIT00";"Lithuanie";55,71;21,4;"O";0;1;;;;;;10.019;13.363;15.286;16.461;
"AUZ04204";"Gazalkent";"OUZ00";"Ouzbekistan";40,06;67,36;"E";0;0;;;;;;;16.6;21.617;25.431;
"ATU03201";"Gazanjyk";"TUR00";"Turkmenistan";39,24;55,51;"E";0;1;;;;;;;14.4;20.129;24.737;
"AUZ02202";"Gazli";"OUZ00";"Ouzbekistan";40,13;63,44;"E";0;;;;;;;;;10.889;12.681;
"ATU05206";"Gazojak";"TUR00";"Turkmenistan";41,18;61,4;"E";0;0;;;;;;;12.374;19.869;26.592;
"AMO01130";"Glodeni";"MOL00";"Moldavie";47,77;27,51;"O";0;0;;;;;;;13.18;10.792;10;
"AUA02105";"Gnivan ";"UKR03";"Ukraine";49,1;28,33;"O";0;0;;;;;;;14.256;12.744;12.589;
"ATU01203";"Gokedepe";"TUR00";"Turkmenistan";38,22;58,01;"E";0;1;;;;;;;14.478;18.786;22.053;
"ATA05304";"Gontchi";"TAD00";"Tadjikistan";39,96;69,14;"E";0;;;;;;;;;;10;
"AR76585000000";"Gornyi";"RUS80";"Russie";51,55;113,33;"E";0;;;;;;;;;;12.331;
"AUA25105";"Gorodnya";"UKR27";"Ukraine";50,77;32,53;"O";0;0;;;;;;11.941;15.092;13.925;12.862;
"AUZ10101";"Goulistan";"OUZ00";"Ouzbekistan";40,49;68,78;"E";1;0;;;;;;43.087;54.36;69.684;81.191;
"ATU05102";"Goumdag";"TUR00";"Turkmenistan";39,21;54,59;"E";0;1;;;;;;16.266;22.163;25.915;28.533;
"ATU05202";"Govurdak";"TUR00";"Turkmenistan";37,81;66,05;"E";0;1;;;;;;;22.2;47.617;76.157;
"AAZ07103";"Goytapa";"AZE00";"Azerbaidjan";39,12;48,6;"O";0;1;;;;;;;10.067;12.292;13.9;
"ATU04203";"Gubadag";"TUR00";"Turkmenistan";42,1;59,77;"E";0;0;;;;;;;10.263;14.422;17.78;
"AR71172";"gubkinskij";"RUS70";"Russie";64,43333333;76,5;"E";0;;;;;;;;;20.407;23.34;
"AUZ03211";"Gurlan";"OUZ00";"Ouzbekistan";41,84;60,4;"E";0;0;;;;;;;19.8;25.745;30.26;
"ATU06201";"Gusgi";"TUR00";"Turkmenistan";35,32;62,41;"E";0;;;;;;;;;10.733;17.612;
"AUZ07209";"Guzor";"OUZ00";"Ouzbekistan";38,62;66,25;"E";0;1;;;;;;;17.3;22.968;27.345;
"AAZ03202";"Haci Zeynalabdin Taghiyev";"AZE00";"Azerbaidjan";40,62;49,56;"O";0;1;;;;;;;16.371;19.099;21;
"AUZ01207";"Hakkalobod";"OUZ00";"Ouzbekistan";40,91;72,11;"E";0;1;;;;;;;39.3;49.708;57.441;
"AUZ08206";"Halkobod";"OUZ00";"Ouzbekistan";42,69;59,73;"E";0;;;;;;;;;11.783;13.722;
"AUZ03212";"Hazorasp";"OUZ00";"Ouzbekistan";41,31;61,07;"E";0;1;;;;;;;12.7;16.513;19.409;
"AUZ01208";"Hocaobod";"OUZ00";"Ouzbekistan";40,67;72,55;"E";0;1;;;;;;;12.8;16.19;18.709;
"AUZ10204";"Hovos";"OUZ00";"Ouzbekistan";40,22;68,84;"E";0;0;;;;;;;29;24.199;21.648;
"AAZ01212";"Hovsan";"AZE00";"Azerbaidjan";40,37;50,09;"O";0;1;;;;;;;28.508;34.225;38.3;
"AUA02107";"Illintsi";"UKR03";"Ukraine";49,12;29,2;"O";0;0;;;;;;;10.563;11.175;11.286;
"AR18214551";"Ilovlya";"RUS76";"Russie";49,3;43,98;"O";0;1;;;;;;;10.295;11.904;11.25;
"AUZ01209";"Ilyichavsk";"OUZ00";"Ouzbekistan";40,73;72,88;"E";0;0;;;;;;;19.5;24.664;28.501;
"AKA06203";"Inderbor";"KAZ06";"Kazakhstan";48,55;51,78;"E";0;1;;;;;;;11.232;11.461;12.915;
"AKI01202";"Isfana";"KIR00";"Kirghizstan";39,83;69,52;"E";0;1;;;;;;;13.193;15.43;18.466;
"ATA05103";"Isfara";"TAD00";"Tadjikistan";40,12;70,63;"E";0;1;;;;;;27.32;34.524;39.55;43;
"AUZ09210";"Ishtikhon";"OUZ00";"Ouzbekistan";39,97;66,48;"E";0;0;;;;;;;10.2;12.683;14.503;
"ATA05104";"Istaravshan";"TAD00";"Tadjikistan";39,91;69,01;"E";0;0;;;;;;37.662;45.763;51.28;55;
"ABE02110";"Ivanava";"BEL00";"Belarus";52,13;25,55;"O";0;0;;;;;;;13.581;16.139;16.184;
"AUA10204";"Ivankiv";"UKR12";"Ukraine";50,93;29,9;"O";0;0;;;;;;;10.295;10.555;10.617;
"ABE02111";"Ivatsevitchy";"BEL00";"Belarus";52,71;25,34;"O";0;0;;;;;;11.178;17.219;24.02;23.036;
"AR71119653";"Izloutchinsk";"RUS70";"Russie";60,95;76,88;"E";0;;;;;;;;;15.505;17.418;
"ALI06102";"Joniskis";"LIT00";"Lithuanie";56,24;23,62;"O";0;0;;;;;;;11.796;11.279;10.688;
"AR46493";"jubilejnyj";"RUS40";"Russie";55,93333333;37,85;"O";0;;;;;;;;;30.837;33.221;
"AR71187";"jugorsk";"RUS70";"Russie";61,31666667;63,35;"E";0;1;;;;;;12.5;24.9;30.285;34.066;
"ALI07101";"Jurbarkas";"LIT00";"Lithuanie";55,08;22,77;"O";0;0;;;;;;10.793;14.364;13.754;12.968;
"AR82438";"juzhsuhokum";"RUS13";"Russie";44,66666667;45,65;"O";0;;;;;;;10.4;12.2;10.819;10.048;
"AR19226551";"Kadoui";"RUS77";"Russie";59,2;37,15;"O";0;0;;;;;;10.184;11.153;11.798;11.291;
"ATA05105";"Kairokkoum";"TAD00";"Tadjikistan";40,26;69,79;"E";0;1;;;;;;11.431;12.819;12.306;12;
"ATU01204";"Kaka";"TUR00";"Turkmenistan";37,35;59,61;"E";0;1;;;;;;;13.707;17.73;20.772;
"AAZ11101";"Kalbacar";"AZE00";"Azerbaidjan";40,11;46,04;"O";0;;;;;;;;;;10.2;
"AR46238834008";"Kalininets";"RUS40";"Russie";55,55;36,98;"O";0;0;;;;;;;14.279;23.873;21.797;
"AUA02108";"Kalinivka";"UKR03";"Ukraine";49,47;28,53;"O";0;0;;;;;;17.439;19.751;19.973;19.311;
"AUA03104";"Kamin -Kashirskii";"UKR04";"Ukraine";51,63;24,97;"O";0;;;;;;;;;10.868;11.661;
"AR92244556";"Kamskie Polyany";"RUS65";"Russie";55,44;55,42;"O";0;1;;;;;;;12.167;15.049;15.81;
"AUA13116";"Kamyanka-Bouzka";"UKR15";"Ukraine";50,1;24,35;"O";0;0;;;;;;10.353;11.266;11.609;10.914;
"AR12225501";"kamyzjak";"RUS06";"Russie";46,11666667;48,08333333;"O";0;1;;;;;;14.1;15.1;16.052;16.291;
"AKA04105";"Kandyagash";"KAZ02";"Kazakhstan";49,47;57,42;"E";0;0;;;;;;11.047;26.691;25.961;29.169;
"AUZ01210";"Karabagis";"OUZ00";"Ouzbekistan";40,52;72,38;"E";0;1;;;;;;;24.7;31.242;36.102;
"AKI03202";"Karabalta";"KIR00";"Kirghizstan";42,83;73,84;"E";0;0;;;;;;47.274;53.887;44.607;37.95;
"AR26408";"karabulak";"RUS16";"Russie";43,3;44,9;"O";0;;;;;;;;;31.279;31.081;
"AKI08203";"Karakol";"KIR00";"Kirghizstan";42,48;78,4;"E";1;0;;;;;;50.83;61.521;57.668;64.17;
"AKI09201";"Karakol";"KIR00";"Kirghizstan";41,63;72,67;"E";0;0;;;;;;17.1;22.225;16.924;18.988;
"AKI06201";"Karasouou";"KIR00";"Kirghizstan";40,7;72,87;"E";0;0;;;;;;19.476;18.914;19.041;21.197;
"AUZ08207";"Karauzyak";"OUZ00";"Ouzbekistan";43,03;60,02;"E";0;0;;;;;;;20.1;25.744;29.979;
"AKA10203";"Kashar";"KAZ10";"Kazakhstan";53,39;62,93;"E";0;1;;;;;;;13.268;10.898;11.357;
"ABE06105";"Kastsyoukovitchy";"BEL00";"Belarus";53,34;32,05;"O";0;0;;;;;;;13.235;16.593;15.919;
"AUZ09102";"Kattakourgan";"OUZ00";"Ouzbekistan";39,9;66,26;"E";0;0;;;;;;53.353;78.35;105.171;126.173;
"AUZ08208";"Kegayli";"OUZ00";"Ouzbekistan";42,78;59,6;"E";0;0;;;;;;;10.5;13.449;15.661;
"AUZ12107";"Keles";"OUZ00";"Ouzbekistan";41,4;69,21;"E";0;0;;;;;;14.528;21.07;23.423;25;
"AKI09202";"Kerben";"KIR00";"Kirghizstan";41,5;71,75;"E";0;0;;;;;;;11.649;15.594;14.379;
"AKI01301";"Khaidarkan";"KIR00";"Kirghizstan";39,94;71,35;"E";0;;;;;;;11.512;11.115;10.636;10.351;
"ATU03202";"Khazar";"TUR00";"Turkmenistan";39,41;54,13;"E";0;1;;;;;;;13.9;23.062;31.493;
"ATA04301";"Khisor";"TAD00";"Tadjikistan";38,48;68,6;"E";0;1;;;;;;13.695;20.22;22.483;24;
"ATA03101";"Khoroug";"TAD00";"Tadjikistan";37,49;71,56;"E";1;0;;"1B5";;;;17.843;20.318;24.78;28;
"AUZ12210";"Kibray";"OUZ00";"Ouzbekistan";41,38;69,47;"E";0;0;;;;;;;24.3;28.44;31.331;
"AUA20202";"Kivsharivka";"UKR22";"Ukraine";49,62;37,7;"O";0;0;;;;;;13.691;23.772;20.327;19.611;
"AUZ06201";"Kiziltepa";"OUZ00";"Ouzbekistan";40,04;64,85;"E";0;;;;;;;;;12.819;15.028;
"ABE07109";"Kletsk";"BEL00";"Belarus";53,07;26,64;"O";0;0;;;;;;;10.508;10.897;10.804;
"AR15228551";"Klimovo";"RUS11";"Russie";52,38;32,19;"O";0;0;;;;;;11.492;14.637;14.776;13.892;
"AR04224501";"kodinsk";"RUS34";"Russie";58,68333333;99,18333333;"E";0;0;;;;;;;14.1;14.746;14.835;
"AR71183";"Kogalym";"RUS70";"Russie";62,26666667;74,48333333;"E";0;1;;;;;;;44.3;55.367;58.192;
"AKI09204";"Kokzhangak";"KIR00";"Kirghizstan";41,03;73,2;"E";0;;;;;;;17.281;18.837;13.103;10.48;
"ATA01305";"Kolkhozobod";"TAD00";"Tadjikistan";37,59;68,66;"E";0;1;;;;;;10.808;13.354;14.935;16;
"AR50221551";"Kolyvan";"RUS44";"Russie";55,31;82,73;"E";0;0;;;;;;;10.589;10.947;11.842;
"AR41218505";"kommunar";"RUS35";"Russie";59,61666667;30,4;"O";0;0;;;;;;;17.8;17.164;20.265;
"AUA16107";"Komsomolsk";"UKR18";"Ukraine";49,03;33,67;"O";0;0;;;;;;14.555;37.909;51.762;51.959;
"ATU04102";"Koneourgens";"TUR00";"Turkmenistan";42,32;59,17;"E";0;0;;;;;;17.896;21.827;30.136;36.754;
"ATA05106";"Konibodom";"TAD00";"Tadjikistan";40,28;70,42;"E";0;1;;;;;;32.176;37.841;42.703;46;
"AUZ02203";"Korakul";"OUZ00";"Ouzbekistan";39,52;63,86;"E";0;1;;;;;;;16.7;21.393;24.915;
"AUA25107";"Koryoukivka";"UKR27";"Ukraine";51,77;32,27;"O";0;0;;;;;;12.004;14.247;14.223;13.416;
"AUZ05103";"Kosonsoy";"OUZ00";"Ouzbekistan";41,26;71,55;"E";0;1;;;;;;21.998;31.217;40.605;47.737;
"AR86406";"kostomuksha";"RUS12";"Russie";64,58333333;30,6;"O";0;0;;;;;;;30.4;29.746;28.433;
"AKI09203";"Kotchkorata";"KIR00";"Kirghizstan";41,02;72,48;"E";0;1;;;;;;13.107;16.149;18.249;14.879;
"ATA01306";"Kouibyshevsk";"TAD00";"Tadjikistan";37,95;68,82;"E";0;;;;;;;;;11.067;12;
"ATA01101";"Koulob";"TAD00";"Tadjikistan";37,91;69,78;"E";0;1;;;;;;54.841;74.456;86.578;95;
"ATA01102";"Kourgonteppa";"TAD00";"Tadjikistan";37,84;68,78;"E";1;1;;;;;;42.075;58.505;68.229;75;
"AKA16105";"Kourtchatov";"KAZ16";"Kazakhstan";50,75;78,53;"E";0;;;;;;;;;;10.127;
"AUA17107";"Kouznetsovsk";"UKR19";"Ukraine";51,68;25,87;"O";0;0;;;;;;;29.858;38.868;40.872;
"AUZ07102";"Kozon";"OUZ00";"Ouzbekistan";39,04;65,58;"E";0;1;;;;;;28.46;40.655;54.013;64.332;
"ALE01131";"Krislava";"LET00";"Lettonie";55,9;27,17;"O";0;0;;;;;;10.347;12.518;11.128;10.194;
"AUZ12203";"Krasnogorskii";"OUZ00";"Ouzbekistan";41,15;69,68;"E";0;0;;;;;;;10.3;12.055;13.28;
"AUZ09101";"Krasnogvardeisk";"OUZ00";"Ouzbekistan";39,76;67,27;"E";0;0;;;;;;16.852;21.03;26.126;29.858;
"AUA01204";"Krasnogvardiiske";"UKR01";"Ukraine";45,5;34,3;"O";0;0;;;;;;;11.448;11.005;10.708;
"AR89234501";"krasnslobod";"RUS39";"Russie";54,43333333;43,78333333;"O";0;0;;;;;;10.1;11.3;10.843;10.151;
"AR29213560";"kremenki";"RUS22";"Russie";54,88333333;37,11666667;"O";0;;;;;;;;;12.128;11.617;
"AR46241510";"kubinka";"RUS40";"Russie";55,58333333;36,7;"O";0;;;;;;;;;26.158;22.918;
"AUZ14204";"Kumkurgon";"OUZ00";"Ouzbekistan";40,54;70,94;"E";0;1;;;;;;;12.2;16.401;19.676;
"AR38408";"kurchatov";"RUS32";"Russie";51,66666667;35,65;"O";0;0;;;;;;21.8;41.1;45.556;42.691;
"AUZ01203";"Kurgontepa";"OUZ00";"Ouzbekistan";40,74;72,75;"E";0;1;;;;;;;19.6;24.791;28.648;
"AUZ03209";"Kuskupir";"OUZ00";"Ouzbekistan";41,54;60,35;"E";0;1;;;;;;;12.2;15.863;18.645;
"AR71173";"labytnangi";"RUS70";"Russie";66,65;66,4;"E";0;0;;;;;;17.7;31.5;27.304;26.948;
